"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"35-44 years"	"35-44"	"Pennsylvania"	"42"	"2018"	"2018"	755	1498545	50.4
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2007"	"2007"	21	150924	13.9
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2008"	"2008"	36	145423	24.8
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2009"	"2009"	29	140223	20.7
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2010"	"2010"	28	136860	20.5
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2011"	"2011"	31	132072	23.5
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2012"	"2012"	31	128947	24.0
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2013"	"2013"	41	126471	32.4
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2014"	"2014"	52	125259	41.5
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2015"	"2015"	46	124128	37.1
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2016"	"2016"	55	122946	44.7
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2017"	"2017"	71	123492	57.5
	"35-44 years"	"35-44"	"Rhode Island"	"44"	"2018"	"2018"	79	124186	63.6
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2007"	"2007"	59	616398	9.6
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2008"	"2008"	45	616076	7.3
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2009"	"2009"	53	608228	8.7
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2010"	"2010"	57	601292	9.5
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2011"	"2011"	59	593290	9.9
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2012"	"2012"	55	592894	9.3
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2013"	"2013"	63	594770	10.6
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2014"	"2014"	120	595609	20.1
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2015"	"2015"	125	597298	20.9
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2016"	"2016"	156	599410	26.0
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2017"	"2017"	174	604153	28.8
	"35-44 years"	"35-44"	"South Carolina"	"45"	"2018"	"2018"	210	611397	34.3
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2007"	"2007"	Suppressed	97970	Suppressed
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2008"	"2008"	Suppressed	95531	Suppressed
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2009"	"2009"	Suppressed	93767	Suppressed
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2010"	"2010"	12	93112	Unreliable
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2011"	"2011"	10	92899	Unreliable
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2012"	"2012"	Suppressed	93896	Suppressed
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2013"	"2013"	Suppressed	94707	Suppressed
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2014"	"2014"	Suppressed	95716	Suppressed
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2015"	"2015"	Suppressed	96949	Suppressed
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2016"	"2016"	Suppressed	98592	Suppressed
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2017"	"2017"	Suppressed	100994	Suppressed
	"35-44 years"	"35-44"	"South Dakota"	"46"	"2018"	"2018"	Suppressed	103909	Suppressed
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2007"	"2007"	132	882048	15.0
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2008"	"2008"	138	875451	15.8
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2009"	"2009"	146	862870	16.9
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2010"	"2010"	152	854130	17.8
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2011"	"2011"	177	843941	21.0
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2012"	"2012"	200	841915	23.8
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2013"	"2013"	203	841476	24.1
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2014"	"2014"	220	840148	26.2
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2015"	"2015"	266	837242	31.8
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2016"	"2016"	284	831284	34.2
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2017"	"2017"	313	834564	37.5
	"35-44 years"	"35-44"	"Tennessee"	"47"	"2018"	"2018"	336	840267	40.0
	"35-44 years"	"35-44"	"Texas"	"48"	"2007"	"2007"	248	3409906	7.3
	"35-44 years"	"35-44"	"Texas"	"48"	"2008"	"2008"	248	3425430	7.2
	"35-44 years"	"35-44"	"Texas"	"48"	"2009"	"2009"	265	3441890	7.7
	"35-44 years"	"35-44"	"Texas"	"48"	"2010"	"2010"	228	3458382	6.6
	"35-44 years"	"35-44"	"Texas"	"48"	"2011"	"2011"	234	3492402	6.7
	"35-44 years"	"35-44"	"Texas"	"48"	"2012"	"2012"	240	3535724	6.8
	"35-44 years"	"35-44"	"Texas"	"48"	"2013"	"2013"	222	3574508	6.2
	"35-44 years"	"35-44"	"Texas"	"48"	"2014"	"2014"	248	3634885	6.8
	"35-44 years"	"35-44"	"Texas"	"48"	"2015"	"2015"	252	3694015	6.8
	"35-44 years"	"35-44"	"Texas"	"48"	"2016"	"2016"	269	3726287	7.2
	"35-44 years"	"35-44"	"Texas"	"48"	"2017"	"2017"	312	3804749	8.2
	"35-44 years"	"35-44"	"Texas"	"48"	"2018"	"2018"	311	3881772	8.0
	"35-44 years"	"35-44"	"Utah"	"49"	"2007"	"2007"	88	312280	28.2
	"35-44 years"	"35-44"	"Utah"	"49"	"2008"	"2008"	66	317481	20.8
	"35-44 years"	"35-44"	"Utah"	"49"	"2009"	"2009"	98	325022	30.2
	"35-44 years"	"35-44"	"Utah"	"49"	"2010"	"2010"	79	332475	23.8
	"35-44 years"	"35-44"	"Utah"	"49"	"2011"	"2011"	90	343550	26.2
	"35-44 years"	"35-44"	"Utah"	"49"	"2012"	"2012"	91	356699	25.5
	"35-44 years"	"35-44"	"Utah"	"49"	"2013"	"2013"	92	372699	24.7
	"35-44 years"	"35-44"	"Utah"	"49"	"2014"	"2014"	118	386350	30.5
	"35-44 years"	"35-44"	"Utah"	"49"	"2015"	"2015"	115	399342	28.8
	"35-44 years"	"35-44"	"Utah"	"49"	"2016"	"2016"	132	410933	32.1
	"35-44 years"	"35-44"	"Utah"	"49"	"2017"	"2017"	111	422547	26.3
	"35-44 years"	"35-44"	"Utah"	"49"	"2018"	"2018"	102	434614	23.5
	"35-44 years"	"35-44"	"Vermont"	"50"	"2007"	"2007"	21	86527	24.3
	"35-44 years"	"35-44"	"Vermont"	"50"	"2008"	"2008"	Suppressed	83517	Suppressed
	"35-44 years"	"35-44"	"Vermont"	"50"	"2009"	"2009"	Suppressed	80278	Suppressed
	"35-44 years"	"35-44"	"Vermont"	"50"	"2010"	"2010"	10	78359	Unreliable
	"35-44 years"	"35-44"	"Vermont"	"50"	"2011"	"2011"	18	75855	Unreliable
	"35-44 years"	"35-44"	"Vermont"	"50"	"2012"	"2012"	11	74138	Unreliable
	"35-44 years"	"35-44"	"Vermont"	"50"	"2013"	"2013"	19	72987	Unreliable
	"35-44 years"	"35-44"	"Vermont"	"50"	"2014"	"2014"	16	71584	Unreliable
	"35-44 years"	"35-44"	"Vermont"	"50"	"2015"	"2015"	13	70630	Unreliable
	"35-44 years"	"35-44"	"Vermont"	"50"	"2016"	"2016"	31	69504	44.6
	"35-44 years"	"35-44"	"Vermont"	"50"	"2017"	"2017"	28	69651	40.2
	"35-44 years"	"35-44"	"Vermont"	"50"	"2018"	"2018"	33	70601	46.7
	"35-44 years"	"35-44"	"Virginia"	"51"	"2007"	"2007"	150	1154325	13.0
	"35-44 years"	"35-44"	"Virginia"	"51"	"2008"	"2008"	141	1138267	12.4
	"35-44 years"	"35-44"	"Virginia"	"51"	"2009"	"2009"	132	1119284	11.8
	"35-44 years"	"35-44"	"Virginia"	"51"	"2010"	"2010"	102	1108928	9.2
	"35-44 years"	"35-44"	"Virginia"	"51"	"2011"	"2011"	152	1093634	13.9
	"35-44 years"	"35-44"	"Virginia"	"51"	"2012"	"2012"	147	1092060	13.5
	"35-44 years"	"35-44"	"Virginia"	"51"	"2013"	"2013"	145	1089286	13.3
	"35-44 years"	"35-44"	"Virginia"	"51"	"2014"	"2014"	197	1088765	18.1
	"35-44 years"	"35-44"	"Virginia"	"51"	"2015"	"2015"	216	1089472	19.8
	"35-44 years"	"35-44"	"Virginia"	"51"	"2016"	"2016"	274	1085925	25.2
	"35-44 years"	"35-44"	"Virginia"	"51"	"2017"	"2017"	309	1093732	28.3
	"35-44 years"	"35-44"	"Virginia"	"51"	"2018"	"2018"	329	1104883	29.8
	"35-44 years"	"35-44"	"Washington"	"53"	"2007"	"2007"	165	931094	17.7
	"35-44 years"	"35-44"	"Washington"	"53"	"2008"	"2008"	149	920387	16.2
	"35-44 years"	"35-44"	"Washington"	"53"	"2009"	"2009"	165	912444	18.1
	"35-44 years"	"35-44"	"Washington"	"53"	"2010"	"2010"	124	908305	13.7
	"35-44 years"	"35-44"	"Washington"	"53"	"2011"	"2011"	158	906719	17.4
	"35-44 years"	"35-44"	"Washington"	"53"	"2012"	"2012"	130	911009	14.3
	"35-44 years"	"35-44"	"Washington"	"53"	"2013"	"2013"	141	913483	15.4
	"35-44 years"	"35-44"	"Washington"	"53"	"2014"	"2014"	127	918559	13.8
	"35-44 years"	"35-44"	"Washington"	"53"	"2015"	"2015"	125	927922	13.5
	"35-44 years"	"35-44"	"Washington"	"53"	"2016"	"2016"	145	941493	15.4
	"35-44 years"	"35-44"	"Washington"	"53"	"2017"	"2017"	132	973049	13.6
	"35-44 years"	"35-44"	"Washington"	"53"	"2018"	"2018"	151	1002869	15.1
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2007"	"2007"	92	244664	37.6
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2008"	"2008"	105	242737	43.3
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2009"	"2009"	46	239124	19.2
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2010"	"2010"	137	237494	57.7
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2011"	"2011"	169	234090	72.2
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2012"	"2012"	162	232341	69.7
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2013"	"2013"	132	231626	57.0
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2014"	"2014"	154	229785	67.0
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2015"	"2015"	186	227481	81.8
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2016"	"2016"	224	222833	100.5
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2017"	"2017"	254	218844	116.1
	"35-44 years"	"35-44"	"West Virginia"	"54"	"2018"	"2018"	203	216760	93.7
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2007"	"2007"	109	783369	13.9
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2008"	"2008"	93	760990	12.2
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2009"	"2009"	82	739085	11.1
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2010"	"2010"	93	725666	12.8
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2011"	"2011"	91	708933	12.8
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2012"	"2012"	114	699094	16.3
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2013"	"2013"	126	694378	18.1
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2014"	"2014"	133	690846	19.3
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2015"	"2015"	139	689998	20.1
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2016"	"2016"	214	686760	31.2
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2017"	"2017"	229	694136	33.0
	"35-44 years"	"35-44"	"Wisconsin"	"55"	"2018"	"2018"	202	704716	28.7
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2007"	"2007"	Suppressed	66551	Suppressed
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2008"	"2008"	13	66790	Unreliable
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2009"	"2009"	Suppressed	67095	Suppressed
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2010"	"2010"	14	66966	Unreliable
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2011"	"2011"	11	66673	Unreliable
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2012"	"2012"	Suppressed	68268	Suppressed
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2013"	"2013"	13	69228	Unreliable
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2014"	"2014"	Suppressed	69930	Suppressed
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2015"	"2015"	11	70799	Unreliable
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2016"	"2016"	14	71334	Unreliable
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2017"	"2017"	12	71619	Unreliable
	"35-44 years"	"35-44"	"Wyoming"	"56"	"2018"	"2018"	Suppressed	72713	Suppressed
	"45-54 years"	"45-54"	"Alabama"	"01"	"2007"	"2007"	40	680795	5.9
	"45-54 years"	"45-54"	"Alabama"	"01"	"2008"	"2008"	45	688154	6.5
	"45-54 years"	"45-54"	"Alabama"	"01"	"2009"	"2009"	54	692734	7.8
	"45-54 years"	"45-54"	"Alabama"	"01"	"2010"	"2010"	45	693854	6.5
	"45-54 years"	"45-54"	"Alabama"	"01"	"2011"	"2011"	56	685148	8.2
	"45-54 years"	"45-54"	"Alabama"	"01"	"2012"	"2012"	43	673464	6.4
	"45-54 years"	"45-54"	"Alabama"	"01"	"2013"	"2013"	35	664435	5.3
	"45-54 years"	"45-54"	"Alabama"	"01"	"2014"	"2014"	67	656585	10.2
	"45-54 years"	"45-54"	"Alabama"	"01"	"2015"	"2015"	75	649442	11.5
	"45-54 years"	"45-54"	"Alabama"	"01"	"2016"	"2016"	60	644018	9.3
	"45-54 years"	"45-54"	"Alabama"	"01"	"2017"	"2017"	98	636632	15.4
	"45-54 years"	"45-54"	"Alabama"	"01"	"2018"	"2018"	74	627458	11.8
	"45-54 years"	"45-54"	"Alaska"	"02"	"2007"	"2007"	Suppressed	111676	Suppressed
	"45-54 years"	"45-54"	"Alaska"	"02"	"2008"	"2008"	28	111163	25.2
	"45-54 years"	"45-54"	"Alaska"	"02"	"2009"	"2009"	31	112318	27.6
	"45-54 years"	"45-54"	"Alaska"	"02"	"2010"	"2010"	22	111026	19.8
	"45-54 years"	"45-54"	"Alaska"	"02"	"2011"	"2011"	22	109611	20.1
	"45-54 years"	"45-54"	"Alaska"	"02"	"2012"	"2012"	17	106266	Unreliable
	"45-54 years"	"45-54"	"Alaska"	"02"	"2013"	"2013"	15	100482	Unreliable
	"45-54 years"	"45-54"	"Alaska"	"02"	"2014"	"2014"	11	97583	Unreliable
	"45-54 years"	"45-54"	"Alaska"	"02"	"2015"	"2015"	16	94440	Unreliable
	"45-54 years"	"45-54"	"Alaska"	"02"	"2016"	"2016"	19	94167	Unreliable
	"45-54 years"	"45-54"	"Alaska"	"02"	"2017"	"2017"	25	91285	27.4
	"45-54 years"	"45-54"	"Alaska"	"02"	"2018"	"2018"	18	88117	Unreliable
	"45-54 years"	"45-54"	"Arizona"	"04"	"2007"	"2007"	154	807802	19.1
	"45-54 years"	"45-54"	"Arizona"	"04"	"2008"	"2008"	167	825478	20.2
	"45-54 years"	"45-54"	"Arizona"	"04"	"2009"	"2009"	199	836017	23.8
	"45-54 years"	"45-54"	"Arizona"	"04"	"2010"	"2010"	181	842546	21.5
	"45-54 years"	"45-54"	"Arizona"	"04"	"2011"	"2011"	147	842402	17.5
	"45-54 years"	"45-54"	"Arizona"	"04"	"2012"	"2012"	153	839039	18.2
	"45-54 years"	"45-54"	"Arizona"	"04"	"2013"	"2013"	137	836217	16.4
	"45-54 years"	"45-54"	"Arizona"	"04"	"2014"	"2014"	126	839503	15.0
	"45-54 years"	"45-54"	"Arizona"	"04"	"2015"	"2015"	158	843768	18.7
	"45-54 years"	"45-54"	"Arizona"	"04"	"2016"	"2016"	150	846897	17.7
	"45-54 years"	"45-54"	"Arizona"	"04"	"2017"	"2017"	183	847764	21.6
	"45-54 years"	"45-54"	"Arizona"	"04"	"2018"	"2018"	187	850790	22.0
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2007"	"2007"	47	396686	11.8
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2008"	"2008"	47	401762	11.7
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2009"	"2009"	64	405489	15.8
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2010"	"2010"	38	407266	9.3
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2011"	"2011"	42	403512	10.4
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2012"	"2012"	44	396935	11.1
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2013"	"2013"	35	391101	8.9
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2014"	"2014"	51	385750	13.2
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2015"	"2015"	52	382362	13.6
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2016"	"2016"	43	378897	11.3
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2017"	"2017"	43	374651	11.5
	"45-54 years"	"45-54"	"Arkansas"	"05"	"2018"	"2018"	50	368667	13.6
	"45-54 years"	"45-54"	"California"	"06"	"2007"	"2007"	642	5087486	12.6
	"45-54 years"	"45-54"	"California"	"06"	"2008"	"2008"	630	5158516	12.2
	"45-54 years"	"45-54"	"California"	"06"	"2009"	"2009"	706	5220443	13.5
	"45-54 years"	"45-54"	"California"	"06"	"2010"	"2010"	619	5252371	11.8
	"45-54 years"	"45-54"	"California"	"06"	"2011"	"2011"	614	5250438	11.7
	"45-54 years"	"45-54"	"California"	"06"	"2012"	"2012"	500	5231936	9.6
	"45-54 years"	"45-54"	"California"	"06"	"2013"	"2013"	541	5212165	10.4
	"45-54 years"	"45-54"	"California"	"06"	"2014"	"2014"	542	5243544	10.3
	"45-54 years"	"45-54"	"California"	"06"	"2015"	"2015"	477	5246813	9.1
	"45-54 years"	"45-54"	"California"	"06"	"2016"	"2016"	426	5195297	8.2
	"45-54 years"	"45-54"	"California"	"06"	"2017"	"2017"	429	5162688	8.3
	"45-54 years"	"45-54"	"California"	"06"	"2018"	"2018"	481	5071974	9.5
	"45-54 years"	"45-54"	"Colorado"	"08"	"2007"	"2007"	118	728891	16.2
	"45-54 years"	"45-54"	"Colorado"	"08"	"2008"	"2008"	109	736903	14.8
	"45-54 years"	"45-54"	"Colorado"	"08"	"2009"	"2009"	110	742434	14.8
	"45-54 years"	"45-54"	"Colorado"	"08"	"2010"	"2010"	94	742698	12.7
	"45-54 years"	"45-54"	"Colorado"	"08"	"2011"	"2011"	98	734382	13.3
	"45-54 years"	"45-54"	"Colorado"	"08"	"2012"	"2012"	98	725419	13.5
	"45-54 years"	"45-54"	"Colorado"	"08"	"2013"	"2013"	106	717115	14.8
	"45-54 years"	"45-54"	"Colorado"	"08"	"2014"	"2014"	109	714315	15.3
	"45-54 years"	"45-54"	"Colorado"	"08"	"2015"	"2015"	99	714364	13.9
	"45-54 years"	"45-54"	"Colorado"	"08"	"2016"	"2016"	110	717723	15.3
	"45-54 years"	"45-54"	"Colorado"	"08"	"2017"	"2017"	94	715133	13.1
	"45-54 years"	"45-54"	"Colorado"	"08"	"2018"	"2018"	100	710171	14.1
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2007"	"2007"	70	559120	12.5
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2008"	"2008"	70	566046	12.4
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2009"	"2009"	55	572740	9.6
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2010"	"2010"	78	575597	13.6
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2011"	"2011"	51	572499	8.9
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2012"	"2012"	53	566537	9.4
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2013"	"2013"	114	556378	20.5
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2014"	"2014"	149	547253	27.2
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2015"	"2015"	177	537967	32.9
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2016"	"2016"	222	524150	42.4
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2017"	"2017"	214	512317	41.8
	"45-54 years"	"45-54"	"Connecticut"	"09"	"2018"	"2018"	235	494951	47.5
	"45-54 years"	"45-54"	"Delaware"	"10"	"2007"	"2007"	12	127926	Unreliable
	"45-54 years"	"45-54"	"Delaware"	"10"	"2008"	"2008"	15	130321	Unreliable
	"45-54 years"	"45-54"	"Delaware"	"10"	"2009"	"2009"	27	132682	20.3
	"45-54 years"	"45-54"	"Delaware"	"10"	"2010"	"2010"	36	133554	27.0
	"45-54 years"	"45-54"	"Delaware"	"10"	"2011"	"2011"	34	133296	25.5
	"45-54 years"	"45-54"	"Delaware"	"10"	"2012"	"2012"	25	132413	18.9
	"45-54 years"	"45-54"	"Delaware"	"10"	"2013"	"2013"	29	130997	22.1
	"45-54 years"	"45-54"	"Delaware"	"10"	"2014"	"2014"	28	129592	21.6
	"45-54 years"	"45-54"	"Delaware"	"10"	"2015"	"2015"	36	128808	27.9
	"45-54 years"	"45-54"	"Delaware"	"10"	"2016"	"2016"	39	127686	30.5
	"45-54 years"	"45-54"	"Delaware"	"10"	"2017"	"2017"	59	125533	47.0
	"45-54 years"	"45-54"	"Delaware"	"10"	"2018"	"2018"	70	122491	57.1
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2007"	"2007"	13	74489	Unreliable
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2008"	"2008"	18	74908	Unreliable
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2009"	"2009"	Suppressed	75543	Suppressed
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2010"	"2010"	15	75703	Unreliable
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2011"	"2011"	20	75830	26.4
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2012"	"2012"	18	75690	Unreliable
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2013"	"2013"	15	76199	Unreliable
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2014"	"2014"	28	76624	36.5
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2015"	"2015"	35	77493	45.2
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2016"	"2016"	63	77521	81.3
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2017"	"2017"	68	76215	89.2
	"45-54 years"	"45-54"	"District of Columbia"	"11"	"2018"	"2018"	44	75453	58.3
	"45-54 years"	"45-54"	"Florida"	"12"	"2007"	"2007"	413	2628886	15.7
	"45-54 years"	"45-54"	"Florida"	"12"	"2008"	"2008"	453	2674832	16.9
	"45-54 years"	"45-54"	"Florida"	"12"	"2009"	"2009"	507	2715193	18.7
	"45-54 years"	"45-54"	"Florida"	"12"	"2010"	"2010"	474	2741493	17.3
	"45-54 years"	"45-54"	"Florida"	"12"	"2011"	"2011"	479	2749413	17.4
	"45-54 years"	"45-54"	"Florida"	"12"	"2012"	"2012"	416	2746309	15.1
	"45-54 years"	"45-54"	"Florida"	"12"	"2013"	"2013"	378	2732326	13.8
	"45-54 years"	"45-54"	"Florida"	"12"	"2014"	"2014"	349	2737087	12.8
	"45-54 years"	"45-54"	"Florida"	"12"	"2015"	"2015"	392	2748503	14.3
	"45-54 years"	"45-54"	"Florida"	"12"	"2016"	"2016"	549	2756310	19.9
	"45-54 years"	"45-54"	"Florida"	"12"	"2017"	"2017"	665	2767835	24.0
	"45-54 years"	"45-54"	"Florida"	"12"	"2018"	"2018"	657	2746372	23.9
	"45-54 years"	"45-54"	"Georgia"	"13"	"2007"	"2007"	107	1318918	8.1
	"45-54 years"	"45-54"	"Georgia"	"13"	"2008"	"2008"	104	1348621	7.7
	"45-54 years"	"45-54"	"Georgia"	"13"	"2009"	"2009"	152	1374167	11.1
	"45-54 years"	"45-54"	"Georgia"	"13"	"2010"	"2010"	152	1391252	10.9
	"45-54 years"	"45-54"	"Georgia"	"13"	"2011"	"2011"	155	1395170	11.1
	"45-54 years"	"45-54"	"Georgia"	"13"	"2012"	"2012"	149	1394548	10.7
	"45-54 years"	"45-54"	"Georgia"	"13"	"2013"	"2013"	142	1396297	10.2
	"45-54 years"	"45-54"	"Georgia"	"13"	"2014"	"2014"	161	1398530	11.5
	"45-54 years"	"45-54"	"Georgia"	"13"	"2015"	"2015"	175	1406709	12.4
	"45-54 years"	"45-54"	"Georgia"	"13"	"2016"	"2016"	213	1416698	15.0
	"45-54 years"	"45-54"	"Georgia"	"13"	"2017"	"2017"	232	1419086	16.3
	"45-54 years"	"45-54"	"Georgia"	"13"	"2018"	"2018"	175	1411438	12.4
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2007"	"2007"	37	193146	19.2
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2008"	"2008"	28	193822	14.4
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2009"	"2009"	21	193429	10.9
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2010"	"2010"	19	193765	Unreliable
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2011"	"2011"	25	189490	13.2
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2012"	"2012"	19	186382	Unreliable
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2013"	"2013"	15	180381	Unreliable
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2014"	"2014"	18	178199	Unreliable
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2015"	"2015"	12	175609	Unreliable
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2016"	"2016"	11	178271	Unreliable
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2017"	"2017"	Suppressed	175017	Suppressed
	"45-54 years"	"45-54"	"Hawaii"	"15"	"2018"	"2018"	14	170624	Unreliable
	"45-54 years"	"45-54"	"Idaho"	"16"	"2007"	"2007"	23	206463	11.1
	"45-54 years"	"45-54"	"Idaho"	"16"	"2008"	"2008"	19	208454	Unreliable
	"45-54 years"	"45-54"	"Idaho"	"16"	"2009"	"2009"	16	208898	Unreliable
	"45-54 years"	"45-54"	"Idaho"	"16"	"2010"	"2010"	28	208537	13.4
	"45-54 years"	"45-54"	"Idaho"	"16"	"2011"	"2011"	19	206361	Unreliable
	"45-54 years"	"45-54"	"Idaho"	"16"	"2012"	"2012"	17	203034	Unreliable
	"45-54 years"	"45-54"	"Idaho"	"16"	"2013"	"2013"	22	200427	11.0
	"45-54 years"	"45-54"	"Idaho"	"16"	"2014"	"2014"	22	199241	11.0
	"45-54 years"	"45-54"	"Idaho"	"16"	"2015"	"2015"	22	198782	11.1
	"45-54 years"	"45-54"	"Idaho"	"16"	"2016"	"2016"	26	198609	13.1
	"45-54 years"	"45-54"	"Idaho"	"16"	"2017"	"2017"	21	199372	10.5
	"45-54 years"	"45-54"	"Idaho"	"16"	"2018"	"2018"	23	199925	11.5
