,Nonneonatal/nonmaternal,1023,1455.192034,21418.37956,21911002.29,†
Type of substance or substance-related condition,Alcohol,589,614.8674747,20960.99714,12346027.32,128.8823538
,Cannabis,186,194.1686762,19737.58963,3671191.671,38.3242165
,Drug-induced mental disorders,54,56.37155116,35384.41331,1910758.318,19.94674265
,Hallucinogens,19,19.83443467,6442.781735,122412.853,1.277889334
,Opioids,216,225.4862046,18399.49438,3974290.785,41.48832154
,Other drug abuse,108,112.7431023,15687.78996,1694281.316,17.68690109
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",64,66.8107273,16013.27684,1024849.718,10.69858672
,Stimulants,141,147.1923836,21864.4078,3082881.5,32.182743
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Orange, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Orange, California",,23790,754.4931829,15428.65548,367047713.9,116.4081538
Age group,<1,169,433.7003105,28781.08732,4864003.757,124.8236651
,17-Jan,301,43.01782167,14608.99079,4397306.226,6.284469604
,18-44,8726,735.994305,11943.07793,104215298,87.9003734
,45-64,10333,1247.171144,16421.02219,169678422.3,204.7982502
,65-84,4260,1064.172606,19686.73898,83865508.07,209.5008832
,Missing,*,†,*,*,†
Sex,Male,14860,951.4522452,16408.73136,243833748,156.1212429
,Female,8930,561.1809812,13797.75654,123213965.9,77.43038554
,Missing,*,†,*,*,†
Payer,Medicare,6750,†,17240.3234,116372182.9,†
,Medicaid,7817,†,15882.07784,124150202.5,†
,Private insurance,7271,†,13774.57737,100154952.1,†
,Uninsured,1031,†,10201.6515,10517902.69,†
,Other,921,†,17212.24073,15852473.71,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,643,17.10970969,13309.9827,8558318.877,†
,Nonneonatal/nonmaternal,23147,615.9229398,15487.51004,358489395,†
Type of substance or substance-related condition,Alcohol,13667,433.4450749,15758.15529,215366708.3,68.30294798
,Cannabis,3649,115.7270124,11674.95272,42601902.49,13.51107398
,Drug-induced mental disorders,1851,58.70394626,16652.97357,30824654.08,9.775952657
,Hallucinogens,127,4.027769409,12290.8628,1560939.576,0.495047612
,Opioids,5270,167.1365731,14629.87322,77099431.88,24.45186875
,Other drug abuse,2843,90.16494826,12680.84719,36051648.55,11.4336793
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",1949,61.8119888,10355.0876,20182065.74,6.400685589
,Stimulants,3982,126.2880141,12441.651,49542654.3,15.71231397
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Placer, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Placer, California",,2341,627.6274022,20507.36458,48007740.47,128.7098395
Age group,<1,29,678.9978928,33518.09649,972024.7982,227.5871689
,17-Jan,23,28.11598455,38325.66037,881490.1886,10.77563675
,18-44,687,577.1169355,15621.65251,10732075.27,90.15520222
,45-64,1050,1005.140576,21541.614,22618694.7,216.5235031
,65-84,552,870.4702432,23194.66577,12803455.51,201.9026636
,Missing,*,†,*,*,†
Sex,Male,1405,771.9992307,20790.59524,29210786.31,160.5032353
,Female,934,489.0129164,20061.34966,18737300.59,98.10259107
,Missing,*,†,*,*,†
Payer,Medicare,803,†,22272.94545,17885175.2,†
,Medicaid,800,†,17587.87122,14070296.98,†
,Private insurance,582,†,23188.5514,13495736.91,†
,Uninsured,108,†,14050.66583,1517471.909,†
,Other,48,†,21647.07231,1039059.471,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,92,26.43678161,15193.03556,1397759.272,†
,Nonneonatal/nonmaternal,2249,646.2643678,20724.7582,46609981.2,†
Type of substance or substance-related condition,Alcohol,1353,362.7423644,21104.08718,28553829.95,76.55346483
,Cannabis,297,79.62637268,15383.90192,4569018.87,12.24964308
,Drug-induced mental disorders,155,41.55585106,32819.65176,5087046.024,13.63848561
,Hallucinogens,*,*,*,*,*
,Opioids,395,105.9003946,20389.29607,8053771.946,21.592345
,Other drug abuse,236,63.27213452,16834.4625,3972933.15,10.65152376
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",117,31.367965,15208.92416,1779444.127,4.770730007
,Stimulants,344,92.22717914,17496.3792,6018754.443,16.13641698
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Plumas, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Plumas, California",,305,1568.68796,17800.07969,5429024.305,279.2277069
Age group,<1,*,*,*,*,*
,17-Jan,*,*,*,*,*
,18-44,60,1206.272618,12997.13758,779828.2545,156.7809116
,45-64,158,2379.518072,17095.13383,2701031.145,406.781799
,65-84,86,1929.116196,20142.89844,1732289.266,388.5799161
,Missing,*,†,*,*,†
Sex,Male,185,1897.04676,16829.30441,3113421.316,319.259774
,Female,120,1238.262305,19296.69157,2315602.989,238.9436579
,Missing,*,†,*,*,†
Payer,Medicare,141,†,17845.49965,2516215.451,†
,Medicaid,107,†,18330.38693,1961351.402,†
,Private insurance,35,†,17378.69049,608254.1673,†
,Uninsured,11,†,13244.46819,145689.1501,†
,Other,11,†,17955.83046,197514.135,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,*,*,*,*,†
,Nonneonatal/nonmaternal,300,1796.407186,17935.37336,5380612.009,†
Type of substance or substance-related condition,Alcohol,177,910.3533405,16957.88086,3001544.913,154.3766349
,Cannabis,37,190.2998508,13620.17181,503946.3571,25.91916664
,Drug-induced mental disorders,19,97.72154503,17299.37698,328688.1627,16.90521847
,Hallucinogens,*,*,*,*,*
,Opioids,67,344.5970272,19192.85722,1285921.433,66.1380154
,Other drug abuse,22,113.1512627,20966.22353,461256.9178,23.72354666
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",*,*,*,*,*
,Stimulants,44,226.3025253,15521.67207,682953.571,35.12593586
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Riverside, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Riverside, California",,18880,814.1510492,14343.82739,270811461.1,116.7804212
Age group,<1,284,847.0532093,26536.4268,7536345.211,224.7776548
,17-Jan,446,75.23032963,7085.065011,3159938.995,5.330117762
,18-44,7089,830.3766272,10924.5143,77443881.86,90.71461337
,45-64,8047,1465.705194,16231.56794,130615427.2,237.9069343
,65-84,3014,1039.747756,17271.35629,52055867.87,179.5785395
,Missing,*,†,*,*,†
Sex,Male,12009,1039.420784,15267.50851,183347509.7,158.6936566
,Female,6871,590.4823289,12729.43552,87463951.44,75.1650673
,Missing,*,†,*,*,†
Payer,Medicare,4579,†,16016.07604,73337612.21,†
,Medicaid,8073,†,13352.16655,107792040.5,†
,Private insurance,4196,†,15448.52859,64822025.97,†
,Uninsured,1232,†,9692.36437,11940992.9,†
,Other,790,†,16146.05525,12755383.65,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,814,27.58573946,13103.61601,10666343.43,†
,Nonneonatal/nonmaternal,18066,612.2407483,14399.70761,260145117.7,†
Type of substance or substance-related condition,Alcohol,10144,437.4336993,15016.14982,152323823.8,65.68569967
,Cannabis,3141,135.4474812,10072.81914,31638724.93,13.64337982
,Drug-induced mental disorders,1220,52.60933686,15961.68618,19473257.14,8.397337251
,Hallucinogens,68,2.932323694,16914.94827,1150216.482,0.496001036
,Opioids,3143,135.533726,14810.01797,46547886.49,20.07256919
,Other drug abuse,2734,117.8966615,11973.07201,32734378.87,14.11585217
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",1042,44.93354837,11270.83791,11744213.1,5.064387404
,Stimulants,3923,169.1692037,12314.20152,48308612.56,20.83183665
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Sacramento, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Sacramento, California",,17133,1164.920612,19336.75991,331296707.6,225.2579019
Age group,<1,202,996.4483031,26936.98368,5441270.703,268.4131167
,17-Jan,131,37.9777294,23723.77392,3107814.383,9.00975066
,18-44,5723,1036.600718,16423.05869,93989164.87,170.2415442
,45-64,8423,2262.714505,20527.68912,172904725.5,464.4829993
,65-84,2652,1463.673091,21051.54883,55828707.5,308.1258555
,Missing,*,†,*,*,†
Sex,Male,10184,1412.521845,20694.55296,210753327.3,292.3150813
,Female,6948,926.691599,17343.07541,120499688,160.7168229
,Missing,*,†,*,*,†
Payer,Medicare,5048,†,20354.40194,102749021,†
,Medicaid,8187,†,18061.13642,147866523.9,†
,Private insurance,2623,†,21913.19442,57478308.97,†
,Uninsured,689,†,14570.62146,10039158.18,†
,Other,581,†,22553.92734,13103831.79,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,993,52.41211865,11125.61176,11047732.47,†
,Nonneonatal/nonmaternal,16140,851.8948591,19841.94394,320248975.1,†
Type of substance or substance-related condition,Alcohol,8079,549.3138167,20819.5195,168200898,114.3644972
,Cannabis,3784,257.2847484,16586.13442,62761932.63,42.6735942
,Drug-induced mental disorders,752,51.13058425,26827.93616,20174608,13.7172805
,Hallucinogens,117,7.95515739,14767.07717,1727748.028,1.17474423
,Opioids,2773,188.5440294,18638.94583,51685796.78,35.14261951
,Other drug abuse,2075,141.0850563,16528.01233,34295625.58,23.3185555
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",698,47.45897315,15318.58817,10692374.55,7.270044648
,Stimulants,4796,326.0934602,18789.98864,90116785.53,61.27292413
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 San Benito, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"San Benito, California",,308,546.9624052,26077.89682,8031992.221,142.6362917
Age group,<1,*,*,*,*,*
,17-Jan,*,*,*,*,*
,18-44,96,481.4201896,21842.82339,2096911.045,105.1557618
,45-64,148,1005.571409,29085.01803,4304582.669,292.4706257
,65-84,55,893.7276568,23167.7984,1274228.912,207.0570218
,Missing,*,†,*,*,†
Sex,Male,208,739.9501957,26637.8531,5540673.445,197.1068461
,Female,100,354.5973547,24913.18776,2491318.776,88.34150477
,Missing,*,†,*,*,†
Payer,Medicare,87,†,25030.93789,2177691.596,†
,Medicaid,127,†,26179.09287,3324744.795,†
,Private insurance,80,†,25035.35798,2002828.638,†
,Uninsured,*,†,*,*,†
,Other,*,†,*,*,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,15,22.25519288,18870.2439,283053.6585,†
,Nonneonatal/nonmaternal,293,434.7181009,26446.88929,7748938.563,†
Type of substance or substance-related condition,Alcohol,198,351.6186891,26987.44152,5343513.422,94.8928881
,Cannabis,34,60.37896681,21174.25092,719924.5312,12.78479393
,Drug-induced mental disorders,19,33.74118733,24031.02688,456589.5108,8.108353799
,Hallucinogens,*,*,*,*,*
,Opioids,37,65.7065227,18946.06386,701004.363,12.44879975
,Other drug abuse,33,58.60311484,23952.72256,790439.8444,14.03704151
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",11,19.53437161,22710.83906,249819.2296,4.436419699
,Stimulants,54,95.89600611,26807.58086,1447609.367,25.70739938
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 San Bernardino, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"San Bernardino, California",,23885,1136.78874,12829.9076,306442343,145.8489449
Age group,<1,276,861.9074386,26051.91565,7190328.72,224.5433989
,17-Jan,148,26.58585525,15981.11233,2365204.625,4.248715392
,18-44,10584,1315.104442,9787.713408,103593158.7,128.7186538
,45-64,10427,2092.669935,14324.95403,149366295.7,299.7740063
,65-84,2450,1170.462309,17929.53277,43927355.27,209.8584231
,Missing,*,†,*,*,†
Sex,Male,14961,1430.645124,13307.98724,199100797.1,190.3900706
,Female,8921,845.3183897,12027.2799,107295364,101.6688088
,Missing,*,†,*,*,†
Payer,Medicare,4638,†,15212.16915,70554040.52,†
,Medicaid,13905,†,11154.31015,155100682.7,†
,Private insurance,3531,†,16405.40753,57927493.99,†
,Uninsured,1053,†,11590.17247,12204451.61,†
,Other,753,†,14074.73316,10598274.07,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,1205,40.53963127,11232.65727,13535352.01,†
,Nonneonatal/nonmaternal,22680,763.019782,12914.77033,292906991,†
Type of substance or substance-related condition,Alcohol,11097,528.1534286,13885.61573,154088677.8,73.33735557
,Cannabis,5975,284.3756633,8723.201481,52121128.85,24.80666208
,Drug-induced mental disorders,1068,50.8306625,17470.27375,18658252.37,8.880255889
,Hallucinogens,100,4.759425328,11712.17552,1171217.552,0.557432248
,Opioids,3149,149.8743036,14771.36113,46515016.21,22.13847463
,Other drug abuse,3140,149.4459553,12111.02557,38028620.28,18.09943786
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",1002,47.68944179,11245.6368,11268128.08,5.362981417
,Stimulants,7531,358.4323214,10097.80961,76046604.16,36.1938134
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 San Diego, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"San Diego, California",,31945,994.0614591,14485.73946,462746947.2,143.9971531
Age group,<1,224,540.7754333,29034.26089,6503674.439,157.0101501
,17-Jan,358,51.52354252,10519.03175,3765813.366,5.419777796
,18-44,11202,876.9114431,11898.83478,133290747.2,104.3422437
,45-64,14841,1847.807682,15078.96875,223786975.2,278.6303428
,65-84,5319,1340.717066,17935.03608,95396456.89,240.4580894
,Missing,*,†,*,*,†
Sex,Male,20431,1267.836022,15280.26887,312191173.3,193.728753
,Female,11513,718.6202093,13076.09082,150545033.6,93.96743121
,Missing,*,†,*,*,†
Payer,Medicare,9744,†,15553.42248,151552548.7,†
,Medicaid,13963,†,13462.92474,187982818.1,†
,Private insurance,5464,†,15638.49237,85448722.33,†
,Uninsured,1751,†,10976.39725,19219671.58,†
,Other,1021,†,18155.23411,18536494.03,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,1084,28.3021331,11507.9767,12474646.75,†
,Nonneonatal/nonmaternal,30861,805.7491971,14590.33409,450272300.4,†
Type of substance or substance-related condition,Alcohol,17769,552.934045,15119.36994,268656084.5,83.6001438
,Cannabis,5824,181.2306758,10839.14368,63127172.79,19.64385334
,Drug-induced mental disorders,2323,72.28689214,14736.96849,34233977.81,10.65289652
,Hallucinogens,123,3.827502253,10604.18186,1304314.369,0.4058753
,Opioids,5615,174.7270337,14850.94377,83388049.28,25.94861353
,Other drug abuse,3763,117.0966746,12129.5355,45643442.08,14.20328271
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",1623,50.504359,11146.87818,18091383.29,5.629659375
,Stimulants,7102,220.9993577,12496.98998,88753622.85,27.61826759
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 San Francisco, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"San Francisco, California",,12206,1454.147764,23900.46851,291729118.6,347.5481284
Age group,<1,70,976.4262798,46419.50118,3249365.083,453.2522085
,17-Jan,58,53.00191904,13302.12415,771523.2009,7.050381073
,18-44,4046,1079.47739,18920.2421,76551299.56,204.2397356
