,Missing,*,†,*,*,†,*,*,†,
Sex,Male,233,4235.5935284494,4.8154506438,1122,20396.2915833484,14921.5493582214,3476721.00046559,632.0161789612,
,Female,317,5582.9517435717,4.9085173502,1556,27404.0154984149,15023.2035679147,4762355.53102897,838.7382055352,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,328,†,4.8658536585,1596,†,15238.0975275054,4998095.98902178,†,
,Medicaid,109,†,4.8532110092,529,†,11639.6036633437,1268716.79930446,†,
,Private insurance,101,†,4.8910891089,494,†,18080.2249422288,1826102.71916511,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,13,130,3.4615384615,45,450,5403.3738405676,70243.8599273788,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,531,360.9789259007,4.7627118644,2529,1719.2386131883,15175.7585809258,8058327.80647161,†,
Type of substance use disorder,Alcohol-related disorders,86,769.2995795688,4.3720930233,376,3363.4493246265,12597.3597226254,1083372.93614579,96.9114353829,
,Cannabis-related disorders,15,134.1801592271,7.7333333333,116,1037.6598980231,12873.0678393599,193096.017590399,17.2731029243,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,39,348.8684139905,4.8205128205,188,1681.7246623133,13011.7374669521,507457.761211134,45.3938421336,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,20,178.9068789695,7.6,152,1359.6922801682,11209.7967361687,224195.934723374,20.0550974795,
Type of mental disorder,Anxiety disorders,270,2415.2428660882,4.537037037,1225,10958.0463368816,14879.7220289884,4017524.94782688,359.3814247989,
,Bipolar disorders,43,384.6497897844,4.2790697674,184,1645.9432865194,11716.2711602482,503799.659890674,45.0666123885,
,Depressive disorders,300,2683.6031845424,4.1033333333,1231,11011.7184005725,14337.2579828938,4301177.39486814,384.755111805,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,29,259.4149745058,10.5862068966,307,2746.2205921818,14148.574664011,410308.66525632,36.7035213576,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,18,161.0161910725,5.7777777778,104,930.3157706414,9084.6704244216,163524.067639588,14.6277902889,
,Trauma- and stressor-related disorders,23,205.7429108149,5.0434782609,116,1037.6598980231,12349.4696749429,284037.802523688,25.4081583794,
,Miscellaneous mental disorders,14,125.2348152786,4.7142857143,66,590.3927005993,5677.3284590561,79482.5984267851,7.1099918085,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Isabella, Michigan",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,391363.24769807,3942.7556415268,5.4018300708,2114077.76001213,21298.0959861228,11638.5304738508,4554893084.67923,458.8788168486,
"Isabella, Michigan",,1917,2830.8991833661,4.478351591,8585,12677.7618618663,10794.0991812512,20692288.1304586,305.5700655738,
Age group,<1,26,4113.9240506329,7.3461538462,191,30221.5189873417,9127.1410243976,237305.666634339,375.4836497379,
,1-17,23,200.0347886589,5.9565217391,137,1191.5115672291,18390.7682342049,422987.669386713,36.78793437,
,18-44,482,1380.376882983,3.9979253112,1927,5518.6436794776,7531.2419645495,3630058.62691287,103.9595230802,
,45-64,738,5597.6941747573,4.3861788618,3237,24552.4878640776,11757.6359331643,8677135.31867531,658.1565017199,
,65-84,648,8657.3146292585,4.7731481481,3093,41322.6452905811,11920.9889642737,7724800.84884936,1032.0375215564,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,801,2440.8081177438,4.8651685393,3897,11874.9428649785,12463.7895255097,9983495.40993334,304.2171865172,
,Female,1115,3194.8424068768,4.200896861,4684,13421.2034383954,9593.4711897348,10696720.3765543,306.4962858612,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,983,†,4.6632756867,4584,†,11142.2019475277,10952784.5144198,†,
,Medicaid,410,†,4.2926829268,1760,†,9477.2903120899,3885689.02795686,†,
,Private insurance,487,†,4.2607802875,2075,†,11150.0455224298,5430072.16942335,†,
,Uninsured,15,†,3.6,54,†,9090.6237198254,136359.355797381,†,
,Other,22,†,5.0909090909,112,†,13062.8664936912,287383.062861208,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,75,129.0877796902,2.7733333333,208,358.0034423408,6131.3165847854,459848.743858908,†,
,Neonatal birth hospitalization,21,35.0584307179,5.7142857143,120,200.3338898164,6327.3620941495,132874.60397714,†,
,Nonmaternal/nonneonatal hospitalization,1821,400.0439367311,4.5343218012,8257,1813.927943761,11037.6522694248,20099564.7826225,†,
Type of substance use disorder,Alcohol-related disorders,269,397.2414607853,4.3977695167,1183,1746.9763870225,10807.6669679014,2907262.41436548,42.9325341401,
,Cannabis-related disorders,126,186.0684909255,4.2619047619,537,793.0061875157,7936.9179783454,1000051.66527152,14.7681035083,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,130,191.9754271453,4.6307692308,602,888.9939010884,10286.0120506764,1337181.56658793,19.7466155705,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,36,53.1624259787,4.4722222222,161,237.7541828492,6717.701653499,241837.259525963,3.571293169,
,Miscellaneous substances and addictive disorders,52,76.7901708581,3.3269230769,173,255.4749915088,6280.4613649222,326583.990975956,4.8227770128,
Type of mental disorder,Anxiety disorders,887,1309.8631067531,4.4656144307,3961,5849.3435917126,11014.8978556959,9770214.39800227,144.2800832583,
,Bipolar disorders,135,199.3590974201,4.7185185185,637,940.6795930121,9274.4721456065,1252053.73965688,18.48950396,
,Depressive disorders,1084,1600.779715581,4.1946494465,4547,6714.7097479215,10016.2694688412,10857636.1042239,160.3384099151,
,"Disruptive, impulse-control, and conduct disorders",15,22.1510108245,4.3333333333,65,95.9877135727,5992.6451743921,89889.6776158822,1.3274314813,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,59,87.1273092429,5.186440678,306,451.880620819,5575.3857644288,328947.760101296,4.8576835965,
,Schizophrenia and related disorders,108,159.4872779361,6.8333333333,738,1089.8297325635,9021.7271468665,974346.531861584,14.3885070494,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,71,104.8481179024,6.8450704225,486,717.6927507125,10816.394786372,767964.029832415,11.3407863584,
,Trauma- and stressor-related disorders,99,146.1966714414,4.0909090909,405,598.0772922604,9583.1354699006,948730.411520162,14.0102250767,
,Miscellaneous mental disorders,74,109.2783200673,3.7837837838,280,413.4855353899,7394.5009803938,547193.072549144,8.0805864487,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Jackson, Michigan",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,391363.24769807,3942.7556415268,5.4018300708,2114077.76001213,21298.0959861228,11638.5304738508,4554893084.67923,458.8788168486,
"Jackson, Michigan",,6288,3936.6430852063,5.3482824427,33630,21054.2790959744,11824.1926485352,74350523.3739893,465.47626228,
Age group,<1,34,1909.0398652442,10.5882352941,360,20213.3632790567,14967.2227356051,508885.573010575,285.7302487426,
,1-17,84,254.7384382108,6.0952380952,512,1552.6914329037,15960.0379914581,1340643.19128248,40.6563515173,
,18-44,2003,3746.0258088648,4.9355966051,9886,18488.8722648213,8529.8567033216,17085302.9767532,319.5306335656,
,45-64,2437,5433.4254882725,5.4665572425,13322,29702.1314545616,13480.4778967201,32851924.634307,732.4517219813,
,65-84,1730,6491.0700885487,5.5202312139,9550,35832.2077142428,13042.6398836046,22563766.998636,846.6068962418,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,2732,3341.8142675408,5.6090775988,15324,18744.4955475095,12214.0951965306,33368908.0769216,408.1723759287,
,Female,3556,4560.2605863192,5.1479190101,18306,23475.8521634307,11524.6387224599,40981615.2970676,525.553557376,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,2677,†,5.6436309301,15108,†,13043.0605533964,34916273.1014423,†,
,Medicaid,1367,†,4.8968544257,6694,†,13087.2658659992,17890292.438821,†,
,Private insurance,1455,†,5.1402061856,7479,†,10873.6234909179,15821122.1792856,†,
,Uninsured,152,†,4.9671052632,755,†,9919.6810198954,1507791.51502409,†,
,Other,636,†,5.6305031447,3581,†,6614.1645703646,4206608.66675187,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,103,60.1987142022,3.1941747573,329,192.2852133255,6405.9761707563,659815.5455879,†,
,Neonatal birth hospitalization,25,14.3266475645,10.92,273,156.446991404,12226.5361907964,305663.404769911,†,
,Nonmaternal/nonneonatal hospitalization,6160,343.1563701187,5.3616883117,33028,1839.8974987466,11913.1565622778,73385044.4236315,†,
Type of substance use disorder,Alcohol-related disorders,1162,727.4776184812,5.4406196213,6322,3957.9290051963,11506.106176557,13370095.3771593,83.7043471931,
,Cannabis-related disorders,707,442.6219244976,4.8132956153,3403,2130.4701684092,7010.5542839779,4956461.87877238,31.0302502897,
,Neonatal abstinence syndrome,12,7.5126776435,17.25,207,129.5936893508,20352.1582584581,244225.899101498,1.5289920435,
,Opioid-related disorders,771,482.6895385964,5.2191958495,4024,2519.2512364615,8565.620329943,6604093.27438604,41.3453532485,
,Sedative-related disorders,64,40.0676140988,5.28125,338,211.6070869592,6422.8825366408,411064.482345013,2.5734957888,
,Stimulant-related disorders,343,214.7373693107,5.0233236152,1723,1078.6952983159,6501.5741600444,2230039.93689523,13.9613093151,
,Miscellaneous substances and addictive disorders,216,135.2281975834,5.5972222222,1209,756.902272585,8697.2944272623,1878615.59628865,11.7611944925,
Type of mental disorder,Anxiety disorders,2468,1545.1073686847,5.4351701783,13414,8397.9214925186,12258.8282474061,30254788.1145983,189.4120585651,
,Bipolar disorders,696,435.7353033244,5.5057471264,3832,2399.0483941652,8903.4118210799,6196774.62747163,38.7953085048,
,Depressive disorders,3325,2081.6377637263,5.1942857143,17271,10812.6212984411,11101.461945666,36912360.9693394,231.0922241867,
,"Disruptive, impulse-control, and conduct disorders",51,31.928879985,7.2156862745,368,230.3887810681,11498.3933750829,586418.062129228,3.6713082209,
,Eating disorders,13,8.1387341138,5.3846153846,70,43.8239529206,8718.685887706,113342.916540178,0.7095906626,
,Obsessive-compulsive disorders,60,37.5633882176,5.1333333333,308,192.8253928504,6777.2703640838,406636.221845026,2.5457723774,
,Personality disorders,203,127.0894634696,6.0098522167,1220,763.7888937582,6893.9980759138,1399481.60941049,8.7615451663,
,Schizophrenia and related disorders,414,259.1873787016,7.5990338164,3146,1969.5736555437,9619.6939524124,3982553.29629873,24.9330325944,
,Somatic symptom disorders,30,18.7816941088,4.4666666667,134,83.8915670193,8095.4192457877,242862.57737363,1.5204568796,
,Suicidal ideation or attempt,371,232.2669504789,5.6199460916,2085,1305.3277405622,7632.0446301165,2831488.55777321,17.7267173216,
,Trauma- and stressor-related disorders,432,270.4563951668,6.2199074074,2687,1682.2137356789,10600.8725145717,4579576.92629498,28.6707376591,
,Miscellaneous mental disorders,142,88.9000187817,4.0422535211,574,359.3564139485,7476.3579471551,1061642.82849601,6.6464836192,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Kalamazoo, Michigan",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,391363.24769807,3942.7556415268,5.4018300708,2114077.76001213,21298.0959861228,11638.5304738508,4554893084.67923,458.8788168486,
"Kalamazoo, Michigan",,8278,3211.3899988362,5.4810885872,45372.4513244628,17601.9130715222,11072.1555799849,91655303.8911157,355.5700969512,
Age group,<1,61,2013.8659623638,11.0819672131,676,22317.5965665236,11006.6802495667,671407.495223574,221.6597871322,
,1-17,214,398.6215888982,6.5161276844,1394.4513244629,2597.4691710215,23473.312576621,5023288.89139689,93.56969156,
,18-44,2166,2084.7369535506,5.2096029548,11284,10860.6517931047,8146.5245676229,17645372.2134711,169.8336080913,
,45-64,3136,5148.6644009916,5.4445153061,17074,28031.9821372867,11464.3047702606,35952059.7595373,590.2585785276,
,65-84,2699,7445.7226406246,5.5305668766,14927,41179.067008745,11966.5056795172,32297598.8290171,890.9928226714,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,3469,2741.7723119724,5.9729028538,20720,16376.3396667825,11419.4526329095,39614081.1835632,313.0953904679,
,Female,4806,3661.8258842174,5.1263943663,24637.4513244628,18771.9635832428,10821.947643985,52010280.376992,396.2808800039,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,4105,†,5.6126674787,23040,†,11027.2688228671,45266938.5178694,†,
,Medicaid,2099,†,5.7400911503,12048.4513244628,†,10567.3806417452,22180931.9670232,†,
,Private insurance,1904,†,4.9143907563,9357,†,11934.9362925589,22724118.7010321,†,
,Uninsured,72,†,3.8888888889,280,†,6996.4856513878,503746.966899917,†,
,Other,95,†,6.3789473684,606,†,9720.2733293375,923425.966287062,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,289,95.5056179775,2.9238754325,845,279.2465300727,5156.4892493507,1490225.39306235,†,
,Neonatal birth hospitalization,59,18.9588688946,10.7796610169,636,204.3701799486,10510.0906817883,620095.350225514,†,
,Nonmaternal/nonneonatal hospitalization,7930,403.1110207401,5.5348614533,43891.4513244628,2231.1636500845,11291.927256977,89544983.1478278,†,
Type of substance use disorder,Alcohol-related disorders,1206,467.8589440199,5.7164179104,6894,2674.4772471583,10503.1218278568,12666764.9243953,49.1397948729,
,Cannabis-related disorders,736,285.5258563836,5.1684782609,3804,1475.7341816348,7004.0797262881,5155002.67854803,19.9984586203,
,Neonatal abstinence syndrome,22,8.5347402723,18.4090909091,405,157.1168095589,15134.1980166782,332952.35636692,1.291664493,
,Opioid-related disorders,625,242.4642122823,6.3504,3969,1539.7447336773,11415.4453264935,7134653.32905844,27.6783695894,
,Sedative-related disorders,25,9.6985684913,7.04,176,68.2779221787,14539.1947006942,363479.867517356,1.4100937561,
,Stimulant-related disorders,443,171.8586336657,6.0383747178,2675,1037.7468285681,7142.4873941663,3164121.91561566,12.2749812454,
,Miscellaneous substances and addictive disorders,273,105.9083679249,5.1794871795,1414,548.5510338674,5844.745638293,1595615.55925397,6.1900747149,
Type of mental disorder,Anxiety disorders,3708,1438.4916786282,5.2882955771,19609,7607.1691818288,11360.1809367419,42123550.913439,163.4152574521,
,Bipolar disorders,1034,401.1327927998,6.1731141199,6383,2476.2385071963,6971.6565275048,7208692.84943998,27.9656005332,
,Depressive disorders,3932,1525.3908523102,5.0148655454,19718.4513244628,7649.6300284994,11107.1167662283,43673183.1248097,169.4269431075,
,"Disruptive, impulse-control, and conduct disorders",95,36.8545602669,6.2736842105,596,231.2138728324,3880.6988891289,368666.394467245,1.4302145109,
,Eating disorders,50,19.3971369826,7.84,392,152.0735539434,6869.5412241933,343477.061209663,1.3324943213,
,Obsessive-compulsive disorders,55,21.3368506808,6.2,341,132.2884742212,8153.1779881233,448424.789346782,1.7396314131,
,Personality disorders,256,99.3133413508,6.56640625,1681,652.1317453544,4481.3645746661,1147229.33111451,4.4505928972,
,Schizophrenia and related disorders,624,242.0762695426,8.2708333333,5161,2002.172479342,6925.1865953958,4321316.43552696,16.764233369,
,Somatic symptom disorders,43,16.681537805,8.3720930233,360,139.6593862746,9544.6089610387,410418.185324665,1.5921875522,
,Suicidal ideation or attempt,681,264.1890057028,5.9045521292,4021,1559.9177561392,4467.2243426108,3042179.77731795,11.8019155733,
,Trauma- and stressor-related disorders,556,215.6961632463,7.1978417266,4002,1552.5468440858,7976.8846919901,4435147.88874648,17.2058342272,
,Miscellaneous mental disorders,360,139.6593862746,4.6333333333,1668,647.0884897389,5086.2174432002,1831038.27955206,7.1033800658,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Kalkaska, Michigan",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,391363.24769807,3942.7556415268,5.4018300708,2114077.76001213,21298.0959861228,11638.5304738508,4554893084.67923,458.8788168486,
"Kalkaska, Michigan",,702,3932.112250042,5.0213675214,3525,19744.5807427323,10969.5842864263,7700648.16907131,431.3363675053,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,171,3159.645232816,3.9064327485,668,12342.9416112342,6148.2366886638,1051348.4737615,194.2624674356,
,45-64,261,4943.1818181818,5.6743295019,1481,28049.2424242424,12954.2939010419,3381070.70817194,640.3543007901,
,65-84,254,7181.2270285553,4.9606299213,1260,35623.4096692112,12184.7752327193,3094932.90911071,875.0163723807,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,336,3639.5147313692,5.3571428571,1800,19497.4003466204,11372.2610717894,3821079.72012127,413.8951169975,
,Female,365,4233.8475814871,4.7205479452,1723,19986.0805011019,10618.9182069952,3875905.14555328,449.588811687,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,377,†,5.24933687,1979,†,12267.2550799577,4624755.16514406,†,
,Medicaid,155,†,4.7161290323,731,†,9224.9985266003,1429874.77162305,†,
,Private insurance,119,†,4.7731092437,568,†,10968.0628816815,1305199.4829201,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,44,†,5.0909090909,224,†,5867.2395579201,258158.540548483,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,675,375.8351893096,5.0844444444,3432,1910.9131403118,11177.8492456469,7545048.24081169,†,
Type of substance use disorder,Alcohol-related disorders,107,599.3390466588,5.1214953271,548,3069.5121268134,9948.1584473157,1064452.95386278,59.6231979983,
,Cannabis-related disorders,24,134.4311880356,5.25,126,705.763737187,10741.0241987264,257784.580769435,14.4392864375,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,69,386.4896656024,5.2173913043,360,2016.4678205344,9225.9166069474,636588.245879372,35.6572142429,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,31,173.640284546,4.3870967742,136,761.7767322019,5468.7364053793,169530.828566757,9.4959294554,
Type of mental disorder,Anxiety disorders,369,2066.8795160477,4.7615176152,1757,9841.483224108,10092.1186236398,3723991.77212312,208.5919325673,
,Bipolar disorders,57,319.2740715846,4.7368421053,270,1512.3508654008,6252.2269588913,356376.936656804,19.9617395764,
,Depressive disorders,395,2212.5133030863,4.6911392405,1853,10379.2079762504,10864.5018785643,4291478.24203293,240.3785493773,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,28,156.8363860416,5.75,161,901.809219739,5400.1404660546,151203.93304953,8.4693851481,
,Schizophrenia and related disorders,30,168.0389850445,6.2666666667,188,1053.0443062791,7763.595914282,232907.87742846,13.0458677773,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,39,218.4506805579,4.3846153846,171,957.8222147538,4557.0115282285,177723.44960091,9.9548226965,
,Trauma- and stressor-related disorders,60,336.0779700891,5.5833333333,335,1876.4353329973,9809.4785184261,588568.711105566,32.967496281,
,Miscellaneous mental disorders,24,134.4311880356,3.0833333333,74,414.4961631098,7464.3908734673,179145.380963214,10.0344693308,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Kent, Michigan",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
