"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Harlan, Kentucky",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,180329.274887181,4057.4839512889,5.3548598639,965637.996373587,21727.2579590408,11947.1367584912,2154418508.63672,484.7531566143,
"Harlan, Kentucky",,2480,8857.7755553968,5.2737903226,13079,46714.0510036431,9926.54246684,24617825.3177633,879.2708521238,
Age group,<1,27,7458.5635359116,8.5185185185,230,63535.9116022099,5456.5068420196,147325.68473453,406.9770296534,
,1-17,30,504.2864346949,6.6666666667,200,3361.9095646327,13029.5562969144,390886.688907433,65.7062849063,
,18-44,725,8057.346076906,5.8193103448,4219,46888.1973771949,9723.4941766382,7049533.27806267,783.4555765795,
,45-64,975,12299.7350826289,4.958974359,4835,60994.0708969345,10660.1118224274,10393609.0268667,1311.1655136706,
,65-84,723,15182.696346073,4.9723374827,3595,75493.4901301974,9179.0741897536,6636470.63919189,1393.6309616111,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1180,8664.3659593215,5.6144067797,6625,48645.2749834789,10067.5516067516,11879710.8959669,872.2895143525,
,Female,1299,9034.0079282287,4.9668976135,6452,44870.9924195006,9803.6072182601,12734885.7765198,885.65865335,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1138,†,4.9718804921,5658,†,9477.6213510175,10785533.0974579,†,
,Medicaid,1135,†,5.7004405286,6470,†,10316.4863769317,11709212.0378175,†,
,Private insurance,143,†,4.7132867133,674,†,11083.9687034577,1585007.52459445,†,
,Uninsured,27,†,4,108,†,6429.4062484431,173593.968707963,†,
,Other,37,†,4.5675675676,169,†,9850.7753833888,364478.689185385,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,37,106.936416185,6.027027027,223,644.5086705202,9706.1856605903,359128.869441842,†,
,Neonatal birth hospitalization,23,64.7887323944,6.7391304348,155,436.6197183099,5015.8559976518,115364.68794599,†,
,Nonmaternal/nonneonatal hospitalization,2420,396.7863584194,5.2483471074,12701,2082.4725364814,9976.583372056,24143331.7603754,†,
Type of substance use disorder,Alcohol-related disorders,223,796.4854632474,4.4125560538,984,3514.5367526252,9833.0057814271,2192760.28925825,78.3184616493,
,Cannabis-related disorders,66,235.7311236517,5.6060606061,370,1321.5229659261,9772.033047984,644954.181166945,23.0357233076,
,Neonatal abstinence syndrome,21,75.0053575255,8.3333333333,175,625.0446460461,5623.9869377868,118103.725693522,4.2182915099,
,Opioid-related disorders,279,996.4997499821,7.2724014337,2029,7246.9462104436,14193.1909486506,3959900.27467352,141.4351123178,
,Sedative-related disorders,42,150.0107150511,6.6904761905,281,1003.6431173655,10169.3987255845,427114.746474551,15.2551877446,
,Stimulant-related disorders,42,150.0107150511,6.4761904762,272,971.4979641403,9773.0816815251,410469.430624053,14.660669713,
,Miscellaneous substances and addictive disorders,411,1467.9619972855,5.9732360097,2455,8768.4834631045,9384.7910475444,3857149.12054074,137.7651661026,
Type of mental disorder,Anxiety disorders,1111,3968.1405814701,4.4221422142,4913,17547.681977284,9114.5746420653,10126292.4273345,361.6791352002,
,Bipolar disorders,197,703.6216872634,4.7969543147,945,3375.2410886492,7781.5820256682,1532971.65905663,54.7528987448,
,Depressive disorders,969,3460.9614972498,5.0918472652,4934,17622.6873348096,9425.7180241624,9133520.76541337,326.2204716556,
,"Disruptive, impulse-control, and conduct disorders",12,42.8602043003,5.8333333333,70,250.0178584185,5765.2201724131,69182.6420689572,2.4709851443,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,259,925.0660761483,7.7760617761,2014,7193.3709550682,11626.3018084074,3011212.16837752,107.5509739402,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,79,282.1630116437,5.9240506329,468,1671.547967712,7106.0186329702,561375.472004646,20.0505561828,
,Trauma- and stressor-related disorders,136,485.7489820701,6.4411764706,876,3128.7949139224,10323.6888606385,1404021.68504684,50.1472135526,
,Miscellaneous mental disorders,22,78.5770412172,9.9545454545,219,782.1987284806,14476.9517553666,318492.938618067,11.3755603478,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Harrison, Kentucky",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,180329.274887181,4057.4839512889,5.3548598639,965637.996373587,21727.2579590408,11947.1367584912,2154418508.63672,484.7531566143,
"Harrison, Kentucky",,542,2954.9667429942,5.9778597786,3240,17664.3768400392,14518.4942503295,7869023.88367859,429.0166766808,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,26,672.1820062048,7.9615384615,207,5351.6028955533,8988.7999465431,233708.79861012,60.4210958144,
,18-44,182,3191.8625043844,4.978021978,906,15889.1616976499,10235.7014283143,1862897.6599532,326.7095159511,
,45-64,214,3986.5871833085,6.4953271028,1390,25894.1877794336,17245.9433207404,3690631.87063844,687.5245660653,
,65-84,111,3464.4194756554,5.5045045045,611,19069.9126092384,16919.3174374855,1878044.23556089,586.1561284522,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,221,2458.0135691247,5.814479638,1285,14292.0698476254,14175.1596005675,3132710.27172543,348.427346427,
,Female,321,3432.787937119,6.0903426791,1955,20906.8548818308,14754.8710652746,4736313.61195315,506.5034340662,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,187,†,5.743315508,1074,†,15023.6789966888,2809427.9723808,†,
,Medicaid,247,†,5.5627530364,1374,†,10805.4949517595,2668957.25308461,†,
,Private insurance,89,†,7.2808988764,648,†,21898.7592785299,1948989.57578916,†,
,Uninsured,12,†,4.3333333333,52,†,10540.0418846665,126480.502615998,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,527,292.1286031042,5.9259962049,3123,1731.1529933481,14617.3844954867,7703361.62912149,†,
Type of substance use disorder,Alcohol-related disorders,100,545.1968160506,5.18,518,2824.1195071421,14525.7189266233,1452571.89266233,79.1937570964,
,Cannabis-related disorders,47,256.2425035438,4.9361702128,232,1264.8566132374,7540.1825119484,354388.578061572,19.3211524404,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,116,632.4283066187,5.7155172414,663,3614.6548904154,9016.6361399955,1045929.79223947,57.0237592541,
,Sedative-related disorders,18,98.1354268891,4.7777777778,86,468.8692618035,4237.5195072935,76275.3511312821,4.158507858,
,Stimulant-related disorders,40,218.0787264202,4.75,190,1035.8739504961,11632.1654365391,465286.617461567,25.3672782391,
,Miscellaneous substances and addictive disorders,28,152.6551084942,8.5357142857,239,1303.0203903609,14320.0938340749,400962.627354098,21.8603547789,
Type of mental disorder,Anxiety disorders,157,855.9590011994,6.7006369427,1052,5735.4705048523,19368.4534581095,3040847.1929232,165.7860207678,
,Bipolar disorders,55,299.8582488278,4.5272727273,249,1357.540071966,10352.7388626577,569400.637446176,31.0435414593,
,Depressive disorders,243,1324.8282630029,6.2551440329,1520,8286.991603969,14475.6645596439,3517586.48799348,191.7776953437,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,11,59.9716497656,4.8181818182,53,288.9543125068,5064.6869265273,55711.5561918006,3.0373763053,
,Schizophrenia and related disorders,45,245.3385672228,6.6222222222,298,1624.6865118308,10848.4358642555,488179.6138915,26.6153971154,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,31,169.0110129757,5.4838709677,170,926.834587286,7219.7106736396,223811.030882827,12.2021061434,
,Trauma- and stressor-related disorders,30,163.5590448152,11.2333333333,337,1837.3132700905,30101.5908614824,903047.725844473,49.2338744872,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Hart, Kentucky",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,180329.274887181,4057.4839512889,5.3548598639,965637.996373587,21727.2579590408,11947.1367584912,2154418508.63672,484.7531566143,
"Hart, Kentucky",,569,2794.1465330976,4.8101933216,2737,13440.3849931251,11238.0783793122,6394466.59782866,314.0083774223,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,128,2016.3831127914,4.046875,518,8160.0504095778,8352.4954312786,1069119.41520365,168.418307373,
,45-64,210,3675.8270610887,4.6285714286,972,17013.828111325,11479.5997496805,2410715.94743291,421.9702341034,
,65-84,222,6359.2093955887,5.3153153153,1180,33801.2030936694,11897.9552170844,2641346.05819274,756.6158860478,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,249,2472.4456359845,5.0200803213,1250,12411.8756826531,11545.0750184815,2874723.6796019,285.4457034656,
,Female,318,3089.4782862139,4.6698113208,1485,14427.2806761877,11060.0631767049,3517100.09019218,341.6982502858,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,299,†,5.2107023411,1558,†,12393.6109064251,3705689.66102112,†,
,Medicaid,167,†,4.4191616766,738,†,10475.4237928857,1749395.77341192,†,
,Private insurance,81,†,4.6049382716,373,†,9595.8388424691,777262.94624,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,12,†,4,48,†,7254.6220985456,87055.465182547,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,557,272.238514174,4.8456014363,2699,1319.1593352884,11402.7475049483,6351330.3602562,†,
Type of substance use disorder,Alcohol-related disorders,47,230.7994500098,3.5744680851,168,824.9852681202,10175.6114054821,478253.736057661,23.485255159,
,Cannabis-related disorders,16,78.5700255353,4.375,70,343.7438617168,8268.5635776233,132297.017241973,6.4966125143,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,28,137.4975446867,5.75,161,790.6108819485,13820.9881826011,386987.669112833,19.0035194025,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,17,83.4806521312,4.2352941176,72,353.5651149087,6299.9514613065,107099.174842211,5.2592405638,
,Miscellaneous substances and addictive disorders,16,78.5700255353,4.1875,67,329.0119819289,9142.3811444589,146278.098311342,7.1831711997,
Type of mental disorder,Anxiety disorders,307,1507.5623649578,4.8110749186,1477,7252.9954822235,11578.8987382186,3554721.91263311,174.559119654,
,Bipolar disorders,25,122.7656648988,4.52,113,554.9008053428,8954.6179848417,223865.449621042,10.9931963082,
,Depressive disorders,243,1193.2822628167,4.9053497942,1192,5853.4669023767,11488.6689685207,2791746.55935054,137.0922490351,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,26,127.6762914948,6.5769230769,171,839.7171479081,9026.9088373877,234699.629772081,11.5252224402,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,17,83.4806521312,4.3529411765,74,363.3863681006,4336.3164634086,73717.3798779461,3.6199852621,
,Trauma- and stressor-related disorders,17,83.4806521312,3.3529411765,57,279.9057159694,8833.4660664191,150168.923129124,7.374235078,
,Miscellaneous mental disorders,13,63.8381457474,4.3076923077,56,274.9950893734,5630.793167555,73200.3111782145,3.594593949,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Henderson, Kentucky",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,180329.274887181,4057.4839512889,5.3548598639,965637.996373587,21727.2579590408,11947.1367584912,2154418508.63672,484.7531566143,
"Henderson, Kentucky",,1788,3873.7352947549,5.1118568233,9140,19801.9801980198,11984.2150483356,21427776.5064242,464.2367681267,
Age group,<1,19,3231.2925170068,13.8421052632,263,44727.8911564625,27779.6210993225,527812.800887128,897.6408178353,
,1-17,56,552.8134254689,5.9107142857,331,3267.5222112537,6309.0946161026,353309.298501744,34.8775220634,
,18-44,411,2732.3494216195,4.4671532847,1836,12205.8236936577,9568.7902327106,3932772.78564405,261.4527845794,
,45-64,715,5597.7452438738,4.9202797203,3518,27542.4724027245,13158.3302339767,9408206.11729334,736.5698048456,
,65-84,587,7699.370409234,5.4378194208,3192,41867.7859391395,12275.4267531481,7205675.50409796,945.1305750391,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,750,3352.1051220166,5.2893333333,3967,17730.4013587199,12636.632041952,9477474.03146405,423.5931899287,
,Female,1037,4360.2573266619,4.9855351977,5170,21738.2163730395,11517.9146746337,11944077.5175952,502.2107184794,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,820,†,5.3975609756,4426,†,12605.1262842254,10336203.5530648,†,
,Medicaid,486,†,5.2757201646,2564,†,11698.4888033576,5685465.55843182,†,
,Private insurance,390,†,4.4,1716,†,11172.869531616,4357419.11733025,†,
,Uninsured,44,†,4.8863636364,215,†,10108.438744224,444771.304745858,†,
,Other,48,†,4.5625,219,†,12581.6036010709,603916.972851406,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,39,71.8232044199,4.3846153846,171,314.9171270718,7314.0052990183,285246.206661713,†,
,Neonatal birth hospitalization,17,34.8360655738,13.7058823529,233,477.4590163934,26358.2915252175,448090.955928698,†,
,Nonmaternal/nonneonatal hospitalization,1732,319.2626728111,5.0438799076,8736,1610.3225806452,11948.2906142227,20694439.3438338,†,
Type of substance use disorder,Alcohol-related disorders,219,474.4675780488,5.1598173516,1130,2448.1660419871,13049.4507311814,2857829.71012872,61.9154128329,
,Cannabis-related disorders,80,173.3214896982,3.85,308,667.2877353381,7062.5021978901,565000.175831204,12.2408340194,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,97,210.1523062591,5.9587628866,578,1252.2477630695,12495.2491709922,1212039.16958624,26.2590543057,
,Sedative-related disorders,11,23.8317048335,7.1818181818,79,171.154971077,10457.8588787376,115036.447666113,2.4922860599,
,Stimulant-related disorders,46,99.6598565765,4.0434782609,186,402.9724635483,7069.76862009,325209.356524142,7.0457212671,
,Miscellaneous substances and addictive disorders,98,212.3188248803,5.0816326531,498,1078.9262733713,13733.6512947883,1345897.82688925,29.1591270423,
Type of mental disorder,Anxiety disorders,975,2112.3556556969,4.8564102564,4735,10258.4656715124,11626.5926639483,11335927.8473496,245.5949877017,
,Bipolar disorders,133,288.1469766233,5.6315789474,749,1622.7224472994,11507.2526719727,1530464.60537237,33.1578006667,
,Depressive disorders,638,1382.2388803432,5.2304075235,3337,7229.6726390363,12109.5465880217,7725890.72315788,167.3828611729,
,"Disruptive, impulse-control, and conduct disorders",17,36.8308165609,7,119,257.8157159261,8258.6793142042,140397.548341471,3.0417390286,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,12,25.9982234547,3.5833333333,43,93.1603007128,9507.3515902036,114088.219082443,2.471742511,
,Personality disorders,30,64.9955586368,4.3,129,279.4809021384,5007.3374864979,150220.124594937,3.2545469722,
,Schizophrenia and related disorders,92,199.3197131529,8.1413043478,749,1622.7224472994,10902.6277597179,1003041.75389404,21.7310863768,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,119,257.8157159261,5.2521008403,625,1354.0741382672,6847.7359535766,814880.578475621,17.6545394734,
,Trauma- and stressor-related disorders,81,175.4880083194,4.6790123457,379,821.1105574452,8736.0272879338,707618.210322637,15.3306802938,
,Miscellaneous mental disorders,33,71.4951145005,4.4848484848,148,320.6447559417,7655.8338253651,252642.516237047,5.4735471594,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Henry, Kentucky",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,180329.274887181,4057.4839512889,5.3548598639,965637.996373587,21727.2579590408,11947.1367584912,2154418508.63672,484.7531566143,
"Henry, Kentucky",,581,3250.7133665305,5.1411359725,2987,16712.3594248307,15283.831811509,8879906.28248676,496.8335636148,
Age group,<1,18,8219.1780821918,12.5555555556,226,103196.347031963,25672.0798972564,462097.438150615,2110.0339641581,
,1-17,13,328.3657489265,5.8461538462,76,1919.6766860318,22247.9760641296,289223.688833684,73.054733224,
,18-44,151,2743.9578411775,3.6821192053,556,10103.5798655278,10283.7045733772,1552839.39057996,282.1805180047,
,45-64,213,4092.2190201729,4.4178403756,941,18078.7704130643,16111.7593491096,3431804.74136036,659.3284805688,
,65-84,186,6226.9835955809,6.3870967742,1188,39772.3468362906,16902.9087288286,3143941.02356213,1052.5413537202,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,205,2301.0438882029,6.3024390244,1292,14502.1887978448,17772.988650733,3643462.67340027,408.9642690987,
,Female,376,4194.5560017849,4.5079787234,1695,18908.969210174,13926.7117262938,5236443.60908647,584.1637225665,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,232,†,5.8060344828,1347,†,16109.2999722571,3737357.59356366,†,
,Medicaid,186,†,4.9516129032,921,†,15470.7062566017,2877551.36372792,†,
,Private insurance,144,†,4.2638888889,614,†,13253.6536030098,1908526.11883341,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,15,†,5.6,84,†,20000.5085968883,300007.628953325,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,32,173.9130434783,2.6875,86,467.3913043478,3356.3766410803,107404.052514569,†,
,Neonatal birth hospitalization,12,60.9137055838,9.5,114,578.6802030457,19099.3184780468,229191.821736562,†,
,Nonmaternal/nonneonatal hospitalization,537,327.0401948843,5.1899441341,2787,1697.3203410475,15909.3303691538,8543310.40823562,†,
Type of substance use disorder,Alcohol-related disorders,62,346.8919599396,6.064516129,376,2103.7318860852,18487.548289445,1146227.99394559,64.131818606,
,Cannabis-related disorders,19,106.3056006266,3.7368421053,71,397.2472444469,6709.2305813109,127475.381044906,7.1322878669,
,Neonatal abstinence syndrome,12,67.1403793431,13.6666666667,164,917.5851843563,27111.1499765816,325333.799718979,18.2025289386,
,Opioid-related disorders,39,218.2062328652,3.9743589744,155,867.2298998489,8893.2227411519,346835.686904923,19.4055663238,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,12,67.1403793431,2.8333333333,34,190.2310748056,5318.7943416569,63825.532099883,3.5710586975,
,Miscellaneous substances and addictive disorders,27,151.0658535221,2.5925925926,70,391.652212835,3665.994280211,98981.845565697,5.5380655495,
Type of mental disorder,Anxiety disorders,312,1745.6498629217,5.0224358974,1567,8767.4145358921,16250.7575546396,5070236.35704756,283.6813269763,
,Bipolar disorders,47,262.9664857606,3.4042553191,160,895.2050579086,10556.7381329211,496166.692247292,27.7606832791,
,Depressive disorders,271,1516.2535668326,4.2730627306,1158,6479.0466066133,13158.4240456095,3565932.91636018,199.5150739305,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,16,89.5205057909,5.375,86,481.1727186259,10204.7440593073,163275.904948917,9.1353384966,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,15,83.9254741789,3.7333333333,56,313.321770268,10264.0440710935,153960.661066402,8.6141476566,
,Trauma- and stressor-related disorders,17,95.1155374028,4.6470588235,79,442.0074973424,10704.2033694343,181971.457280383,10.1813605595,
,Miscellaneous mental disorders,20,111.9006322386,3.65,73,408.4373076708,5269.965964488,105399.31928976,5.897125233,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
